,GAS_FLOW_DAY,GEO_LOCATION,CWV,SITE_REFERENCE,MARKET_SECTOR_IDENTIFIER,ANNUAL_USAGE,ENERGY_VALUE
15774,21/12/2019,WM,4.77,WM23,I,11604373,44067.0
15775,21/12/2019,WM,4.77,WM24,I,12809828,68792.0
15776,21/12/2019,WM,4.77,WM25,I,14023483,23725.0
15777,22/12/2019,WM,4.67,WM01,D,2764,17.63
15778,22/12/2019,WM,4.67,WM02,D,7021,33.36
15779,22/12/2019,WM,4.67,WM03,D,8192,18.25
15780,22/12/2019,WM,4.67,WM04,D,9114,43.75
15781,22/12/2019,WM,4.67,WM05,D,9416,68.3
15782,22/12/2019,WM,4.67,WM06,D,10900,57.91
15783,22/12/2019,WM,4.67,WM07,D,14822,67.67
15784,22/12/2019,WM,4.67,WM08,D,18851,100.09
15785,22/12/2019,WM,4.67,WM09,D,20151,103.86
15786,22/12/2019,WM,4.67,WM10,D,22219,113.93
15787,22/12/2019,WM,4.67,WM11,D,24820,116.77
15788,22/12/2019,WM,4.67,WM12,D,30700,137.22
15789,22/12/2019,WM,4.67,WM13,D,66491,372.65
15790,22/12/2019,WM,4.67,WM14,I,5929376,2394.0
15791,22/12/2019,WM,4.67,WM15,I,6151970,7140.0
15792,22/12/2019,WM,4.67,WM16,I,6211151,0.0
15793,22/12/2019,WM,4.67,WM17,I,6445044,7407.0
15794,22/12/2019,WM,4.67,WM18,I,7071230,30706.0
15795,22/12/2019,WM,4.67,WM19,I,7778046,29730.0
15796,22/12/2019,WM,4.67,WM20,I,8773958,10741.0
15797,22/12/2019,WM,4.67,WM21,I,11057895,11357.0
15798,22/12/2019,WM,4.67,WM22,I,11595710,42380.0
15799,22/12/2019,WM,4.67,WM23,I,11604373,44337.0
15800,22/12/2019,WM,4.67,WM24,I,12809828,70380.0
15801,22/12/2019,WM,4.67,WM25,I,14023483,25849.0
15802,23/12/2019,WM,4.77,WM01,D,2764,16.01
15803,23/12/2019,WM,4.77,WM02,D,7021,44.26
15804,23/12/2019,WM,4.77,WM03,D,8192,43.64
15805,23/12/2019,WM,4.77,WM04,D,9114,39.56
15806,23/12/2019,WM,4.77,WM05,D,9416,44.26
15807,23/12/2019,WM,4.77,WM06,D,10900,46.15
15808,23/12/2019,WM,4.77,WM07,D,14822,100.46
15809,23/12/2019,WM,4.77,WM08,D,18851,103.6
15810,23/12/2019,WM,4.77,WM09,D,20151,97.63
15811,23/12/2019,WM,4.77,WM10,D,22219,113.64
15812,23/12/2019,WM,4.77,WM11,D,24820,79.11
15813,23/12/2019,WM,4.77,WM12,D,30700,139.7
15814,23/12/2019,WM,4.77,WM13,D,66491,300.75
15815,23/12/2019,WM,4.77,WM14,I,5929376,1397.0
15816,23/12/2019,WM,4.77,WM15,I,6151970,33399.0
15817,23/12/2019,WM,4.77,WM16,I,6211151,0.0
15818,23/12/2019,WM,4.77,WM17,I,6445044,5958.0
15819,23/12/2019,WM,4.77,WM18,I,7071230,26850.0
15820,23/12/2019,WM,4.77,WM19,I,7778046,30391.0
15821,23/12/2019,WM,4.77,WM20,I,8773958,2671.0
15822,23/12/2019,WM,4.77,WM21,I,11057895,43039.0
15823,23/12/2019,WM,4.77,WM22,I,11595710,42547.0
15824,23/12/2019,WM,4.77,WM23,I,11604373,46071.0
15825,23/12/2019,WM,4.77,WM24,I,12809828,68250.0
15826,23/12/2019,WM,4.77,WM25,I,14023483,27192.0
15827,24/12/2019,WM,5.17,WM01,D,2764,22.66
15828,24/12/2019,WM,5.17,WM02,D,7021,55.39
15829,24/12/2019,WM,5.17,WM03,D,8192,45.32
15830,24/12/2019,WM,5.17,WM04,D,9114,36.51
15831,24/12/2019,WM,5.17,WM05,D,9416,48.78
15832,24/12/2019,WM,5.17,WM06,D,10900,47.84
15833,24/12/2019,WM,5.17,WM07,D,14822,68.61
15834,24/12/2019,WM,5.17,WM08,D,18851,95.36
15835,24/12/2019,WM,5.17,WM09,D,20151,90.96
15836,24/12/2019,WM,5.17,WM10,D,22219,102.6
15837,24/12/2019,WM,5.17,WM11,D,24820,93.48
15838,24/12/2019,WM,5.17,WM12,D,30700,120.23
15839,24/12/2019,WM,5.17,WM13,D,66491,310.33
15840,24/12/2019,WM,5.17,WM14,I,5929376,71.0
15841,24/12/2019,WM,5.17,WM15,I,6151970,26437.0
15842,24/12/2019,WM,5.17,WM16,I,6211151,0.0
15843,24/12/2019,WM,5.17,WM17,I,6445044,1662.0
15844,24/12/2019,WM,5.17,WM18,I,7071230,25783.0
15845,24/12/2019,WM,5.17,WM19,I,7778046,24221.0
15846,24/12/2019,WM,5.17,WM20,I,8773958,2431.0
15847,24/12/2019,WM,5.17,WM21,I,11057895,19666.0
15848,24/12/2019,WM,5.17,WM22,I,11595710,41764.0
15849,24/12/2019,WM,5.17,WM23,I,11604373,42798.0
15850,24/12/2019,WM,5.17,WM24,I,12809828,66470.0
15851,24/12/2019,WM,5.17,WM25,I,14023483,26827.0
15852,25/12/2019,WM,3.96,WM01,D,2764,3.46
15853,25/12/2019,WM,3.96,WM02,D,7021,88.76
15854,25/12/2019,WM,3.96,WM03,D,8192,38.08
15855,25/12/2019,WM,3.96,WM04,D,9114,40.29
15856,25/12/2019,WM,3.96,WM05,D,9416,46.58
15857,25/12/2019,WM,3.96,WM06,D,10900,62.63
15858,25/12/2019,WM,3.96,WM07,D,14822,68.61
15859,25/12/2019,WM,3.96,WM08,D,18851,83.09
15860,25/12/2019,WM,3.96,WM09,D,20151,93.48
15861,25/12/2019,WM,3.96,WM10,D,22219,106.07
15862,25/12/2019,WM,3.96,WM11,D,24820,113.3
15863,25/12/2019,WM,3.96,WM12,D,30700,109.84
15864,25/12/2019,WM,3.96,WM13,D,66491,365.72
15865,25/12/2019,WM,3.96,WM14,I,5929376,0.0
15866,25/12/2019,WM,3.96,WM15,I,6151970,339.0
15867,25/12/2019,WM,3.96,WM16,I,6211151,0.0
15868,25/12/2019,WM,3.96,WM17,I,6445044,1010.0
15869,25/12/2019,WM,3.96,WM18,I,7071230,27803.0
15870,25/12/2019,WM,3.96,WM19,I,7778046,33793.0
15871,25/12/2019,WM,3.96,WM20,I,8773958,2462.0
15872,25/12/2019,WM,3.96,WM21,I,11057895,8279.0
15873,25/12/2019,WM,3.96,WM22,I,11595710,43334.0
15874,25/12/2019,WM,3.96,WM23,I,11604373,46597.0
15875,25/12/2019,WM,3.96,WM24,I,12809828,69946.0
15876,25/12/2019,WM,3.96,WM25,I,14023483,29325.0
15877,26/12/2019,WM,3.26,WM01,D,2764,29.74
15878,26/12/2019,WM,3.26,WM02,D,7021,11.07
15879,26/12/2019,WM,3.26,WM03,D,8192,66.12
15880,26/12/2019,WM,3.26,WM04,D,9114,39.23
15881,26/12/2019,WM,3.26,WM05,D,9416,48.4
15882,26/12/2019,WM,3.26,WM06,D,10900,58.84
15883,26/12/2019,WM,3.26,WM07,D,14822,108.82
15884,26/12/2019,WM,3.26,WM08,D,18851,92.69
15885,26/12/2019,WM,3.26,WM09,D,20151,98.7
15886,26/12/2019,WM,3.26,WM10,D,22219,97.43
15887,26/12/2019,WM,3.26,WM11,D,24820,128.44
15888,26/12/2019,WM,3.26,WM12,D,30700,119.89
15889,26/12/2019,WM,3.26,WM13,D,66491,348.3
15890,26/12/2019,WM,3.26,WM14,I,5929376,0.0
15891,26/12/2019,WM,3.26,WM15,I,6151970,309.0
15892,26/12/2019,WM,3.26,WM16,I,6211151,0.0
15893,26/12/2019,WM,3.26,WM17,I,6445044,1092.0
15894,26/12/2019,WM,3.26,WM18,I,7071230,28675.0
15895,26/12/2019,WM,3.26,WM19,I,7778046,25119.0
15896,26/12/2019,WM,3.26,WM20,I,8773958,2011.0
15897,26/12/2019,WM,3.26,WM21,I,11057895,8600.0
15898,26/12/2019,WM,3.26,WM22,I,11595710,41421.0
15899,26/12/2019,WM,3.26,WM23,I,11604373,46457.0
15900,26/12/2019,WM,3.26,WM24,I,12809828,68448.0
15901,26/12/2019,WM,3.26,WM25,I,14023483,26964.0
15902,27/12/2019,WM,3.87,WM01,D,2764,0.63
15903,27/12/2019,WM,3.87,WM02,D,7021,55.82
15904,27/12/2019,WM,3.87,WM03,D,8192,40.6
15905,27/12/2019,WM,3.87,WM04,D,9114,38.69
15906,27/12/2019,WM,3.87,WM05,D,9416,19.98
15907,27/12/2019,WM,3.87,WM06,D,10900,47.26
15908,27/12/2019,WM,3.87,WM07,D,14822,68.82
15909,27/12/2019,WM,3.87,WM08,D,18851,91.02
15910,27/12/2019,WM,3.87,WM09,D,20151,91.66
15911,27/12/2019,WM,3.87,WM10,D,22219,95.78
15912,27/12/2019,WM,3.87,WM11,D,24820,79.6
15913,27/12/2019,WM,3.87,WM12,D,30700,131.3
15914,27/12/2019,WM,3.87,WM13,D,66491,321.27
15915,27/12/2019,WM,3.87,WM14,I,5929376,0.0
15916,27/12/2019,WM,3.87,WM15,I,6151970,186.0
15917,27/12/2019,WM,3.87,WM16,I,6211151,0.0
15918,27/12/2019,WM,3.87,WM17,I,6445044,9959.0
15919,27/12/2019,WM,3.87,WM18,I,7071230,26076.0
15920,27/12/2019,WM,3.87,WM19,I,7778046,124.0
15921,27/12/2019,WM,3.87,WM20,I,8773958,2295.0
15922,27/12/2019,WM,3.87,WM21,I,11057895,7691.0
15923,27/12/2019,WM,3.87,WM22,I,11595710,33835.0
15924,27/12/2019,WM,3.87,WM23,I,11604373,44677.0
15925,27/12/2019,WM,3.87,WM24,I,12809828,66542.0
15926,27/12/2019,WM,3.87,WM25,I,14023483,27580.0
15927,28/12/2019,WM,4.88,WM01,D,2764,0.0
15928,28/12/2019,WM,4.88,WM02,D,7021,11.07
15929,28/12/2019,WM,4.88,WM03,D,8192,35.43
15930,28/12/2019,WM,4.88,WM04,D,9114,39.23
15931,28/12/2019,WM,4.88,WM05,D,9416,48.08
15932,28/12/2019,WM,4.88,WM06,D,10900,48.72
15933,28/12/2019,WM,4.88,WM07,D,14822,7.91
15934,28/12/2019,WM,4.88,WM08,D,18851,81.62
15935,28/12/2019,WM,4.88,WM09,D,20151,80.04
15936,28/12/2019,WM,4.88,WM10,D,22219,107.56
15937,28/12/2019,WM,4.88,WM11,D,24820,124.64
15938,28/12/2019,WM,4.88,WM12,D,30700,118.0
15939,28/12/2019,WM,4.88,WM13,D,66491,311.28
15940,28/12/2019,WM,4.88,WM14,I,5929376,0.0
15941,28/12/2019,WM,4.88,WM15,I,6151970,0.0
15942,28/12/2019,WM,4.88,WM16,I,6211151,0.0
15943,28/12/2019,WM,4.88,WM17,I,6445044,18165.0
15944,28/12/2019,WM,4.88,WM18,I,7071230,25122.0
15945,28/12/2019,WM,4.88,WM19,I,7778046,0.0
15946,28/12/2019,WM,4.88,WM20,I,8773958,1856.0
15947,28/12/2019,WM,4.88,WM21,I,11057895,2598.0
15948,28/12/2019,WM,4.88,WM22,I,11595710,33069.0
15949,28/12/2019,WM,4.88,WM23,I,11604373,40082.0
15950,28/12/2019,WM,4.88,WM24,I,12809828,64627.0
15951,28/12/2019,WM,4.88,WM25,I,14023483,23471.0
15952,29/12/2019,WM,4.71,WM01,D,2764,0.0
15953,29/12/2019,WM,4.71,WM02,D,7021,11.13
15954,29/12/2019,WM,4.71,WM03,D,8192,29.57
15955,29/12/2019,WM,4.71,WM04,D,9114,40.38
15956,29/12/2019,WM,4.71,WM05,D,9416,40.06
15957,29/12/2019,WM,4.71,WM06,D,10900,53.1
15958,29/12/2019,WM,4.71,WM07,D,14822,77.9
15959,29/12/2019,WM,4.71,WM08,D,18851,79.81
15960,29/12/2019,WM,4.71,WM09,D,20151,86.17
15961,29/12/2019,WM,4.71,WM10,D,22219,111.6
15962,29/12/2019,WM,4.71,WM11,D,24820,85.53
15963,29/12/2019,WM,4.71,WM12,D,30700,135.45
15964,29/12/2019,WM,4.71,WM13,D,66491,303.01
15965,29/12/2019,WM,4.71,WM14,I,5929376,0.0
15966,29/12/2019,WM,4.71,WM15,I,6151970,0.0
15967,29/12/2019,WM,4.71,WM16,I,6211151,0.0
15968,29/12/2019,WM,4.71,WM17,I,6445044,32500.0
15969,29/12/2019,WM,4.71,WM18,I,7071230,26493.0
15970,29/12/2019,WM,4.71,WM19,I,7778046,0.0
15971,29/12/2019,WM,4.71,WM20,I,8773958,1928.0
15972,29/12/2019,WM,4.71,WM21,I,11057895,3886.0
15973,29/12/2019,WM,4.71,WM22,I,11595710,35538.0
15974,29/12/2019,WM,4.71,WM23,I,11604373,43331.0
15975,29/12/2019,WM,4.71,WM24,I,12809828,65614.0
15976,29/12/2019,WM,4.71,WM25,I,14023483,25126.0
15977,30/12/2019,WM,4.72,WM01,D,2764,0.0
15978,30/12/2019,WM,4.72,WM02,D,7021,22.52
15979,30/12/2019,WM,4.72,WM03,D,8192,34.57
15980,30/12/2019,WM,4.72,WM04,D,9114,36.79
15981,30/12/2019,WM,4.72,WM05,D,9416,47.26
15982,30/12/2019,WM,4.72,WM06,D,10900,39.96
15983,30/12/2019,WM,4.72,WM07,D,14822,58.36
15984,30/12/2019,WM,4.72,WM08,D,18851,78.65
15985,30/12/2019,WM,4.72,WM09,D,20151,92.61
15986,30/12/2019,WM,4.72,WM10,D,22219,111.0
15987,30/12/2019,WM,4.72,WM11,D,24820,133.84
15988,30/12/2019,WM,4.72,WM12,D,30700,139.86
15989,30/12/2019,WM,4.72,WM13,D,66491,318.74
15990,30/12/2019,WM,4.72,WM14,I,5929376,0.0
15991,30/12/2019,WM,4.72,WM15,I,6151970,2171.0
15992,30/12/2019,WM,4.72,WM16,I,6211151,0.0
15993,30/12/2019,WM,4.72,WM17,I,6445044,12192.0
15994,30/12/2019,WM,4.72,WM18,I,7071230,27380.0
15995,30/12/2019,WM,4.72,WM19,I,7778046,124.0
15996,30/12/2019,WM,4.72,WM20,I,8773958,3815.0
15997,30/12/2019,WM,4.72,WM21,I,11057895,8622.0
15998,30/12/2019,WM,4.72,WM22,I,11595710,38487.0
15999,30/12/2019,WM,4.72,WM23,I,11604373,49360.0
16000,30/12/2019,WM,4.72,WM24,I,12809828,67199.0
16001,30/12/2019,WM,4.72,WM25,I,14023483,28456.0
16002,31/12/2019,WM,4.73,WM01,D,2764,0.0
16003,31/12/2019,WM,4.73,WM02,D,7021,33.62
16004,31/12/2019,WM,4.73,WM03,D,8192,54.55
16005,31/12/2019,WM,4.73,WM04,D,9114,39.64
16006,31/12/2019,WM,4.73,WM05,D,9416,47.57
16007,31/12/2019,WM,4.73,WM06,D,10900,58.67
16008,31/12/2019,WM,4.73,WM07,D,14822,96.1
16009,31/12/2019,WM,4.73,WM08,D,18851,83.73
16010,31/12/2019,WM,4.73,WM09,D,20151,73.9
16011,31/12/2019,WM,4.73,WM10,D,22219,98.95
16012,31/12/2019,WM,4.73,WM11,D,24820,87.53
16013,31/12/2019,WM,4.73,WM12,D,30700,130.03
16014,31/12/2019,WM,4.73,WM13,D,66491,311.44
16015,31/12/2019,WM,4.73,WM14,I,5929376,0.0
16016,31/12/2019,WM,4.73,WM15,I,6151970,30517.0
16017,31/12/2019,WM,4.73,WM16,I,6211151,0.0
16018,31/12/2019,WM,4.73,WM17,I,6445044,13724.0
16019,31/12/2019,WM,4.73,WM18,I,7071230,26203.0
16020,31/12/2019,WM,4.73,WM19,I,7778046,31.0
16021,31/12/2019,WM,4.73,WM20,I,8773958,7288.0
16022,31/12/2019,WM,4.73,WM21,I,11057895,8404.0
16023,31/12/2019,WM,4.73,WM22,I,11595710,42829.0
16024,31/12/2019,WM,4.73,WM23,I,11604373,45816.0
16025,31/12/2019,WM,4.73,WM24,I,12809828,64791.0
16026,31/12/2019,WM,4.73,WM25,I,14023483,46842.0
16027,01/01/2020,WM,4.35,WM01,D,2764,9.83
16028,01/01/2020,WM,4.35,WM02,D,7021,44.72
16029,01/01/2020,WM,4.35,WM03,D,8192,38.69
16030,01/01/2020,WM,4.35,WM04,D,9114,45.04
16031,01/01/2020,WM,4.35,WM05,D,9416,38.38
16032,01/01/2020,WM,4.35,WM06,D,10900,53.92
16033,01/01/2020,WM,4.35,WM07,D,14822,60.58
16034,01/01/2020,WM,4.35,WM08,D,18851,72.94
16035,01/01/2020,WM,4.35,WM09,D,20151,86.58
16036,01/01/2020,WM,4.35,WM10,D,22219,87.85
16037,01/01/2020,WM,4.35,WM11,D,24820,122.74
16038,01/01/2020,WM,4.35,WM12,D,30700,131.93
16039,01/01/2020,WM,4.35,WM13,D,66491,312.08
16040,01/01/2020,WM,4.35,WM14,I,5929376,0.0
16041,01/01/2020,WM,4.35,WM15,I,6151970,32160.0
16042,01/01/2020,WM,4.35,WM16,I,6211151,0.0
16043,01/01/2020,WM,4.35,WM17,I,6445044,11514.0
16044,01/01/2020,WM,4.35,WM18,I,7071230,29256.0
16045,01/01/2020,WM,4.35,WM19,I,7778046,0.0
16046,01/01/2020,WM,4.35,WM20,I,8773958,7970.0
16047,01/01/2020,WM,4.35,WM21,I,11057895,8777.0
16048,01/01/2020,WM,4.35,WM22,I,11595710,41557.0
16049,01/01/2020,WM,4.35,WM23,I,11604373,47303.0
16050,01/01/2020,WM,4.35,WM24,I,12809828,66104.0
16051,01/01/2020,WM,4.35,WM25,I,14023483,48484.0
16052,02/01/2020,WM,4.83,WM01,D,2764,24.74
16053,02/01/2020,WM,4.83,WM02,D,7021,44.15
16054,02/01/2020,WM,4.83,WM03,D,8192,42.59
16055,02/01/2020,WM,4.83,WM04,D,9114,44.78
16056,02/01/2020,WM,4.83,WM05,D,9416,35.7
16057,02/01/2020,WM,4.83,WM06,D,10900,46.34
16058,02/01/2020,WM,4.83,WM07,D,14822,62.63
16059,02/01/2020,WM,4.83,WM08,D,18851,83.6
16060,02/01/2020,WM,4.83,WM09,D,20151,84.23
16061,02/01/2020,WM,4.83,WM10,D,22219,97.7
16062,02/01/2020,WM,4.83,WM11,D,24820,124.31
16063,02/01/2020,WM,4.83,WM12,D,30700,124.0
16064,02/01/2020,WM,4.83,WM13,D,66491,289.33
16065,02/01/2020,WM,4.83,WM14,I,5929376,10582.0
16066,02/01/2020,WM,4.83,WM15,I,6151970,35978.0
16067,02/01/2020,WM,4.83,WM16,I,6211151,2939.0
16068,02/01/2020,WM,4.83,WM17,I,6445044,13280.0
16069,02/01/2020,WM,4.83,WM18,I,7071230,27095.0
16070,02/01/2020,WM,4.83,WM19,I,7778046,0.0
16071,02/01/2020,WM,4.83,WM20,I,8773958,43908.0
16072,02/01/2020,WM,4.83,WM21,I,11057895,41979.0
16073,02/01/2020,WM,4.83,WM22,I,11595710,39223.0
16074,02/01/2020,WM,4.83,WM23,I,11604373,42329.0
16075,02/01/2020,WM,4.83,WM24,I,12809828,67967.0
16076,02/01/2020,WM,4.83,WM25,I,14023483,55432.0
16077,03/01/2020,WM,4.52,WM01,D,2764,7.87
16078,03/01/2020,WM,4.52,WM02,D,7021,11.02
16079,03/01/2020,WM,4.52,WM03,D,8192,40.29
16080,03/01/2020,WM,4.52,WM04,D,9114,33.99
16081,03/01/2020,WM,4.52,WM05,D,9416,23.29
16082,03/01/2020,WM,4.52,WM06,D,10900,58.54
16083,03/01/2020,WM,4.52,WM07,D,14822,64.52
16084,03/01/2020,WM,4.52,WM08,D,18851,85.29
16085,03/01/2020,WM,4.52,WM09,D,20151,83.09
16086,03/01/2020,WM,4.52,WM10,D,22219,91.59
16087,03/01/2020,WM,4.52,WM11,D,24820,74.28
16088,03/01/2020,WM,4.52,WM12,D,30700,127.47
16089,03/01/2020,WM,4.52,WM13,D,66491,310.64
16090,03/01/2020,WM,4.52,WM14,I,5929376,14287.0
16091,03/01/2020,WM,4.52,WM15,I,6151970,28838.0
16092,03/01/2020,WM,4.52,WM16,I,6211151,21513.0
16093,03/01/2020,WM,4.52,WM17,I,6445044,14717.0
16094,03/01/2020,WM,4.52,WM18,I,7071230,27708.0
16095,03/01/2020,WM,4.52,WM19,I,7778046,62.0
16096,03/01/2020,WM,4.52,WM20,I,8773958,28099.0
16097,03/01/2020,WM,4.52,WM21,I,11057895,46534.0
16098,03/01/2020,WM,4.52,WM22,I,11595710,40841.0
16099,03/01/2020,WM,4.52,WM23,I,11604373,49392.0
16100,03/01/2020,WM,4.52,WM24,I,12809828,70923.0
16101,03/01/2020,WM,4.52,WM25,I,14023483,57129.0
16102,04/01/2020,WM,4.9,WM01,D,2764,11.02
16103,04/01/2020,WM,4.9,WM02,D,7021,11.02
16104,04/01/2020,WM,4.9,WM03,D,8192,29.27
16105,04/01/2020,WM,4.9,WM04,D,9114,38.71
16106,04/01/2020,WM,4.9,WM05,D,9416,57.91
16107,04/01/2020,WM,4.9,WM06,D,10900,53.82
16108,04/01/2020,WM,4.9,WM07,D,14822,82.78
16109,04/01/2020,WM,4.9,WM08,D,18851,86.87
16110,04/01/2020,WM,4.9,WM09,D,20151,89.07
16111,04/01/2020,WM,4.9,WM10,D,22219,110.79
16112,04/01/2020,WM,4.9,WM11,D,24820,133.13
16113,04/01/2020,WM,4.9,WM12,D,30700,108.58
16114,04/01/2020,WM,4.9,WM13,D,66491,319.46
16115,04/01/2020,WM,4.9,WM14,I,5929376,6682.0
16116,04/01/2020,WM,4.9,WM15,I,6151970,24652.0
16117,04/01/2020,WM,4.9,WM16,I,6211151,0.0
16118,04/01/2020,WM,4.9,WM17,I,6445044,26012.0
16119,04/01/2020,WM,4.9,WM18,I,7071230,27045.0
16120,04/01/2020,WM,4.9,WM19,I,7778046,31.0
16121,04/01/2020,WM,4.9,WM20,I,8773958,20897.0
16122,04/01/2020,WM,4.9,WM21,I,11057895,9972.0
16123,04/01/2020,WM,4.9,WM22,I,11595710,38717.0
16124,04/01/2020,WM,4.9,WM23,I,11604373,48073.0
16125,04/01/2020,WM,4.9,WM24,I,12809828,67665.0
16126,04/01/2020,WM,4.9,WM25,I,14023483,43879.0
16127,05/01/2020,WM,4.75,WM01,D,2764,17.35
16128,05/01/2020,WM,4.75,WM02,D,7021,33.45
16129,05/01/2020,WM,4.75,WM03,D,8192,35.34
16130,05/01/2020,WM,4.75,WM04,D,9114,39.44
16131,05/01/2020,WM,4.75,WM05,D,9416,41.02
16132,05/01/2020,WM,4.75,WM06,D,10900,51.75
16133,05/01/2020,WM,4.75,WM07,D,14822,53.01
16134,05/01/2020,WM,4.75,WM08,D,18851,90.88
16135,05/01/2020,WM,4.75,WM09,D,20151,86.77
16136,05/01/2020,WM,4.75,WM10,D,22219,111.39
16137,05/01/2020,WM,4.75,WM11,D,24820,84.56
16138,05/01/2020,WM,4.75,WM12,D,30700,116.75
16139,05/01/2020,WM,4.75,WM13,D,66491,295.66
16140,05/01/2020,WM,4.75,WM14,I,5929376,5341.0
16141,05/01/2020,WM,4.75,WM15,I,6151970,7745.0
16142,05/01/2020,WM,4.75,WM16,I,6211151,1913.0
16143,05/01/2020,WM,4.75,WM17,I,6445044,23498.0
16144,05/01/2020,WM,4.75,WM18,I,7071230,25944.0
16145,05/01/2020,WM,4.75,WM19,I,7778046,0.0
16146,05/01/2020,WM,4.75,WM20,I,8773958,12805.0
16147,05/01/2020,WM,4.75,WM21,I,11057895,11602.0
16148,05/01/2020,WM,4.75,WM22,I,11595710,38847.0
16149,05/01/2020,WM,4.75,WM23,I,11604373,46276.0
16150,05/01/2020,WM,4.75,WM24,I,12809828,65878.0
16151,05/01/2020,WM,4.75,WM25,I,14023483,39853.0
16152,06/01/2020,WM,4.22,WM01,D,2764,17.67
16153,06/01/2020,WM,4.22,WM02,D,7021,33.45
16154,06/01/2020,WM,4.22,WM03,D,8192,39.76
16155,06/01/2020,WM,4.22,WM04,D,9114,38.18
16156,06/01/2020,WM,4.22,WM05,D,9416,36.6
16157,06/01/2020,WM,4.22,WM06,D,10900,48.28
16158,06/01/2020,WM,4.22,WM07,D,14822,56.17
16159,06/01/2020,WM,4.22,WM08,D,18851,86.14
16160,06/01/2020,WM,4.22,WM09,D,20151,89.3
16161,06/01/2020,WM,4.22,WM10,D,22219,92.45
16162,06/01/2020,WM,4.22,WM11,D,24820,94.66
16163,06/01/2020,WM,4.22,WM12,D,30700,122.75
16164,06/01/2020,WM,4.22,WM13,D,66491,313.02
16165,06/01/2020,WM,4.22,WM14,I,5929376,13567.0
16166,06/01/2020,WM,4.22,WM15,I,6151970,35823.0
16167,06/01/2020,WM,4.22,WM16,I,6211151,34651.0
16168,06/01/2020,WM,4.22,WM17,I,6445044,19458.0
16169,06/01/2020,WM,4.22,WM18,I,7071230,27747.0
16170,06/01/2020,WM,4.22,WM19,I,7778046,0.0
16171,06/01/2020,WM,4.22,WM20,I,8773958,42426.0
16172,06/01/2020,WM,4.22,WM21,I,11057895,50881.0
16173,06/01/2020,WM,4.22,WM22,I,11595710,41007.0
16174,06/01/2020,WM,4.22,WM23,I,11604373,49865.0
16175,06/01/2020,WM,4.22,WM24,I,12809828,69689.0
16176,06/01/2020,WM,4.22,WM25,I,14023483,63047.0
16177,07/01/2020,WM,5.56,WM01,D,2764,15.74
16178,07/01/2020,WM,5.56,WM02,D,7021,22.35
16179,07/01/2020,WM,5.56,WM03,D,8192,39.66
16180,07/01/2020,WM,5.56,WM04,D,9114,35.25
16181,07/01/2020,WM,5.56,WM05,D,9416,17.0
16182,07/01/2020,WM,5.56,WM06,D,10900,44.69
16183,07/01/2020,WM,5.56,WM07,D,14822,58.23
16184,07/01/2020,WM,5.56,WM08,D,18851,58.86
16185,07/01/2020,WM,5.56,WM09,D,20151,61.69
16186,07/01/2020,WM,5.56,WM10,D,22219,66.41
16187,07/01/2020,WM,5.56,WM11,D,24820,108.58
16188,07/01/2020,WM,5.56,WM12,D,30700,115.82
16189,07/01/2020,WM,5.56,WM13,D,66491,312.22
16190,07/01/2020,WM,5.56,WM14,I,5929376,19109.0
16191,07/01/2020,WM,5.56,WM15,I,6151970,35486.0
16192,07/01/2020,WM,5.56,WM16,I,6211151,31638.0
16193,07/01/2020,WM,5.56,WM17,I,6445044,15195.0
16194,07/01/2020,WM,5.56,WM18,I,7071230,25594.0
16195,07/01/2020,WM,5.56,WM19,I,7778046,154.0
16196,07/01/2020,WM,5.56,WM20,I,8773958,40779.0
16197,07/01/2020,WM,5.56,WM21,I,11057895,41856.0
16198,07/01/2020,WM,5.56,WM22,I,11595710,40810.0
16199,07/01/2020,WM,5.56,WM23,I,11604373,38716.0
16200,07/01/2020,WM,5.56,WM24,I,12809828,62017.0
16201,07/01/2020,WM,5.56,WM25,I,14023483,53762.0
16202,08/01/2020,WM,6.26,WM01,D,2764,10.07
16203,08/01/2020,WM,6.26,WM02,D,7021,22.35
16204,08/01/2020,WM,6.26,WM03,D,8192,33.05
16205,08/01/2020,WM,6.26,WM04,D,9114,29.59
16206,08/01/2020,WM,6.26,WM05,D,9416,47.21
16207,08/01/2020,WM,6.26,WM06,D,10900,55.39
16208,08/01/2020,WM,6.26,WM07,D,14822,50.67
16209,08/01/2020,WM,6.26,WM08,D,18851,85.61
16210,08/01/2020,WM,6.26,WM09,D,20151,91.27
16211,08/01/2020,WM,6.26,WM10,D,22219,99.77
16212,08/01/2020,WM,6.26,WM11,D,24820,67.35
16213,08/01/2020,WM,6.26,WM12,D,30700,102.29
16214,08/01/2020,WM,6.26,WM13,D,66491,269.1
16215,08/01/2020,WM,6.26,WM14,I,5929376,21177.0
16216,08/01/2020,WM,6.26,WM15,I,6151970,33639.0
16217,08/01/2020,WM,6.26,WM16,I,6211151,29299.0
16218,08/01/2020,WM,6.26,WM17,I,6445044,20321.0
16219,08/01/2020,WM,6.26,WM18,I,7071230,24773.0
16220,08/01/2020,WM,6.26,WM19,I,7778046,339.0
16221,08/01/2020,WM,6.26,WM20,I,8773958,36532.0
16222,08/01/2020,WM,6.26,WM21,I,11057895,44072.0
16223,08/01/2020,WM,6.26,WM22,I,11595710,41456.0
